A_pre,beta,ci_hi,ci_lo,cluster,d_hi90,d_hi95,d_lo90,d_lo95,d_m,equiv_002,mean_r_right,mean_r_wrong,method,model,n,n_right,n_wrong,row_type,s7_gap_hi,s7_gap_lo,se,se_m,stage7_verdict,stratum,term
0.018333333333333333,0.014093704914428958,,,,,,,,,,-0.01985412689879207,-0.00576042198436311,deco,llava16,531,6,525,per_cell,,,,,insufficient_n,low_acc,gamma_m
0.8216666666666667,0.0942204603371179,,,,0.13961580561786172,0.14783303430874944,0.050924475107170596,0.04288852727561731,0.09422046033711792,False,0.00491494046907092,0.09913540080618881,vcd,llava16,452,392,60,per_cell,0.14457196543170464,0.042245903399699566,,0.026700449678171014,residual_structure,high_acc,gamma_m
0.8216666666666667,0.05120296560502552,,,,0.09016002464241557,0.09895609796078692,0.01326362880795019,0.008353222322108653,0.05120296560502552,False,-0.0494539552887826,0.001749010316242919,m3id,llava16,543,472,71,per_cell,0.1003185903919399,0.008316533926358628,,0.02347620523963012,residual_structure,high_acc,gamma_m
0.8216666666666667,-0.024072554066932816,,,,-0.016514053559245546,-0.015018665156765955,-0.030948789938603248,-0.032212881171312345,-0.024072554066932816,False,0.02606502643849262,0.0019924723715598006,dola,llava16,594,489,105,per_cell,-0.015363524595693049,-0.032763629959495444,,0.004460664053463369,residual_structure,high_acc,gamma_m
0.8216666666666667,0.006401309818884118,,,,0.012147803608131407,0.013062437854798093,0.0009114555245562626,-0.0003169147344204561,0.006401309818884114,True,-0.004237703170873489,0.002163606648010629,deco,llava16,550,450,100,per_cell,0.01318238303108394,-0.00023101952119565833,,0.003411566747005805,sharpening_explains,high_acc,gamma_m
0.025,-0.06209263670191278,,,,,,,,,,0.062374240770264516,0.0002816040683517419,vcd,internvl4b,311,9,302,per_cell,,,,,insufficient_n,low_acc,gamma_m
0.025,-0.10631433344869781,,,,,,,,,,0.13468823239638128,0.02837389894768346,m3id,internvl4b,404,11,393,per_cell,,,,,insufficient_n,low_acc,gamma_m
0.025,-0.012789080397899093,,,,,,,,,,3.175994559345696e-06,-0.012785904403339748,dola,internvl4b,94,3,91,per_cell,,,,,insufficient_n,low_acc,gamma_m
0.025,-0.0072123426092478935,,,,,,,,,,0.008193639064362386,0.0009812964551144925,deco,internvl4b,543,15,528,per_cell,,,,,insufficient_n,low_acc,gamma_m
0.8516666666666667,0.010643851316858978,,,,0.06265110011785835,0.0719841500020621,-0.04029692420071018,-0.04904136212974576,0.010643851316859021,False,-0.014325652830403582,-0.003681801513544604,vcd,internvl4b,468,424,44,per_cell,0.07566371023756761,-0.04963286620815309,,0.031774255129282176,sharpening_explains,high_acc,gamma_m
0.8516666666666667,0.007770416934480202,,,,0.037309574298688856,0.04243140409629562,-0.01416592285533938,-0.015462622055468535,0.007770416934480202,False,-0.01965835838826647,-0.011887941453786266,m3id,internvl4b,546,492,54,per_cell,0.0474680796195899,-0.016220359869662436,,0.016104214502288737,sharpening_explains,high_acc,gamma_m
0.8516666666666667,0.06403083115008806,,,,,,,,,,-0.011696204733593204,0.05233462641649486,dola,internvl4b,310,299,11,per_cell,,,,,insufficient_n,high_acc,gamma_m
0.8516666666666667,-0.011618215275525494,,,,-0.0006797497780660117,0.0012006273940728407,-0.02170935275979804,-0.023654927940833993,-0.011618215275525513,False,0.020406252421354902,0.008788037145829408,deco,internvl4b,546,468,78,per_cell,0.0014711013989942407,-0.023254519106519957,,0.006525091718165764,residual_structure,high_acc,gamma_m
